ID,rating
0,4.5297446
1,4.0822124
2,4.057572
3,3.993494
4,4.114625
5,4.162172
6,4.7523837
7,3.858087
8,3.7519207
9,4.548518
10,4.590939
11,4.790157
12,3.38795
13,3.9943695
14,4.7540727
15,3.5892239
16,4.1663404
17,4.1693487
18,3.5012064
19,3.8004813
20,3.428142
21,2.8294191
22,2.7992144
23,3.4882646
24,3.22058
25,3.7193184
26,3.955392
27,3.5677962
28,3.3859615
29,3.850985
30,3.687149
31,3.6609864
32,4.0377827
33,3.8440619
34,3.3146453
35,3.0399647
36,4.1139073
37,3.1132317
38,4.157971
39,3.6659122
40,3.7887788
41,3.66778
42,3.840077
43,2.8087893
44,3.8812528
45,3.998322
46,3.7411342
47,4.061333
48,4.2195096
49,3.6769452
50,3.7769237
51,3.649097
52,3.6806893
53,4.1566415
54,4.3174133
55,3.8293324
56,3.820201
57,3.6758456
58,4.1070323
59,3.8653831
60,3.7228007
61,3.6503239
62,3.4652247
63,4.544799
64,4.260245
65,3.6817594
66,3.7345486
67,4.081819
68,4.1552796
69,4.202697
70,3.8788414
71,3.6819954
72,3.4165473
73,3.7909331
74,2.9206
75,3.3194675
76,3.0437775
77,3.5693283
78,3.494237
79,3.3941693
80,3.6135473
81,3.4942355
82,4.5523267
83,2.8681793
84,4.1051974
85,2.89879
86,3.7274199
87,2.969037
88,3.0219364
89,3.267828
90,3.5518117
91,2.7055926
92,4.639222
93,3.326756
94,3.5766315
95,4.494291
96,3.4859824
97,3.8568058
98,4.3085713
99,3.862834
100,3.2653723
101,3.2653723
102,3.8628387
103,3.1935658
104,3.495161
105,4.1099668
106,3.6128955
107,4.482089
108,3.9319048
109,3.5561452
110,3.495163
111,3.7635412
112,3.8007903
113,3.8007975
114,4.414307
115,3.5715818
116,3.8913913
117,3.6283808
118,3.1133742
119,3.8331857
120,4.450049
121,3.83182
122,4.2199426
123,3.8226838
124,3.3750648
125,3.797854
126,4.507395
127,3.4874835
128,4.1586304
129,3.628389
130,4.4888716
131,4.2364078
132,3.6843967
133,3.5796676
134,3.8378105
135,3.822946
136,3.8084373
137,3.828298
138,3.4391894
139,3.9683342
140,3.670867
141,3.9273944
142,3.6534348
143,3.674312
144,4.485566
145,3.6448193
146,3.6944513
147,3.628531
148,3.62853
149,4.5174775
150,3.8083768
151,3.8540454
152,3.5560546
153,3.7159052
154,3.8376822
155,3.8345456
156,3.944756
157,3.672511
158,3.6232657
159,3.836731
160,3.8131447
161,3.874292
162,3.7976942
163,3.3696003
164,3.449366
165,3.0315695
166,3.6128955
167,3.0307064
168,3.542677
169,3.612906
170,3.6923466
171,3.9934788
172,4.5073934
173,3.6284242
174,3.6743155
175,3.0525298
176,3.828651
177,3.5960903
178,3.596118
179,3.799739
180,3.6448193
181,3.8354845
182,3.7717767
183,3.6285295
184,3.6285348
185,3.8083773
186,3.6501832
187,3.834546
188,2.8593135
189,3.9447594
190,3.6232653
191,3.662427
192,3.6137104
193,3.7976956
194,3.3881154
195,3.3881154
196,3.1531515
197,3.3881173
198,3.3881855
199,3.3809385
200,3.495163
201,3.9129925
202,4.489139
203,3.6844044
204,3.670879
205,3.9273944
206,3.822945
207,3.6258564
208,3.6708784
209,3.6288695
210,2.9733825
211,4.250415
212,3.6288733
213,3.6743116
214,3.6378613
215,3.5587368
216,3.8355083
217,3.8354826
218,3.8354874
219,3.6448803
220,3.6285353
221,3.5798097
222,3.6897068
223,3.6014724
224,3.6014743
225,3.689701
226,3.8376822
227,3.6501956
228,3.6232438
229,3.660737
230,3.662427
231,3.7977014
232,3.580092
233,3.4493628
234,4.0146003
235,3.5426736
236,4.219257
237,4.2459307
238,4.1806574
239,4.1714473
240,3.8283944
241,3.642675
242,3.5559788
243,3.9322758
244,3.845705
245,4.447451
246,3.8842478
247,3.7061567
248,3.1086812
249,3.8620567
250,3.9793987
251,3.6827002
252,3.8668137
253,3.8668065
254,3.9497085
255,3.659923
256,3.4488144
257,3.6883674
258,2.9618635
259,4.0263104
260,3.597426
261,3.8075352
262,3.3615508
263,3.2444062
264,3.7431636
265,3.7634187
266,3.7634072
267,3.6864476
268,3.7208815
269,3.7382393
270,3.689488
271,3.8547907
272,3.5878134
273,3.8967948
274,3.3330007
275,4.3745923
276,3.7074037
277,3.5547967
278,3.6048179
279,3.552434
280,3.7146015
281,3.6871762
282,3.5079074
283,3.5079198
284,3.7427335
285,3.464594
286,3.8372183
287,3.464594
288,3.8527894
289,3.500174
290,3.5001726
291,3.5001721
292,3.5001726
293,4.047182
294,3.2971349
295,3.5855217
296,4.078397
297,3.40555
298,3.5372558
299,3.294188
300,3.34763
301,3.5820222
302,3.4735484
303,2.6787996
304,3.612678
305,3.4735546
306,3.6126876
307,3.4735284
308,3.9859242
309,3.6595812
310,3.4735546
311,3.4735522
312,3.4976025
313,3.5559883
314,3.804223
315,3.5170665
316,3.8668065
317,3.4487944
318,3.7197533
319,3.6641827
320,3.858467
321,3.7147207
322,3.7147226
323,3.7147207
324,3.7147245
325,3.667665
326,3.763443
327,3.5985832
328,3.7147222
329,3.5001774
330,3.583365
331,3.5001516
332,3.7829533
333,3.5883608
334,3.702218
335,3.6830783
336,4.1806617
337,3.7526374
338,4.222524
339,4.2163887
340,3.805646
341,4.205809
342,4.106229
343,4.079226
344,3.822548
345,3.1218185
346,3.9567294
347,3.7931437
348,4.2678313
349,4.2127976
350,4.0258417
351,4.100322
352,4.091882
353,3.509449
354,3.4885707
355,2.6940436
356,4.450161
357,4.0972743
358,4.415556
359,3.3308616
360,3.9764318
361,3.5089378
362,4.015678
363,4.002361
364,2.547615
365,3.742876
366,4.470613
367,4.3353505
368,3.2936406
369,3.6458178
370,4.0084085
371,3.234561
372,3.4317756
373,3.6708078
374,3.9114728
375,3.685214
376,3.818572
377,3.7269635
378,3.7736664
379,3.9128327
380,3.748158
381,3.4339733
382,3.9051023
383,3.5740628
384,3.8149924
385,3.838255
386,3.9926233
387,3.77921
388,3.6283193
389,4.141172
390,3.8389845
391,3.6177177
392,3.8193884
393,3.8193884
394,4.0015373
395,3.787601
396,4.6220303
397,3.7526503
398,4.1809983
399,4.4359
400,3.9080687
401,4.255237
402,3.5753202
403,3.1897068
404,3.755938
405,3.6700563
406,3.6351824
407,3.9457397
408,3.8504772
409,4.4372
410,3.9873123
411,4.326367
412,3.616168
413,3.116714
414,3.9990273
415,4.153127
416,3.7615552
417,4.3450084
418,3.428215
419,4.5074058
420,2.969902
421,4.3462067
422,4.0432105
423,3.6861696
424,4.3809066
425,2.612391
426,4.1401806
427,4.044243
428,3.653892
429,4.138828
430,3.5787272
431,3.6470585
432,4.0495777
433,3.647059
434,3.6471233
435,3.5236697
436,4.1340246
437,3.530223
438,4.3153296
439,3.8198662
440,4.5074058
441,4.5497727
442,3.5955567
443,4.077823
444,3.4199662
445,3.2938185
446,2.6791544
447,3.3765283
448,3.4824252
449,3.4065962
450,3.9618855
451,2.9948559
452,3.153645
453,3.744135
454,4.094771
455,3.4237037
456,3.5055332
457,3.359212
458,4.14037
459,2.7868767
460,3.4976015
461,3.6326003
462,2.6273866
463,3.5870109
464,3.003901
465,3.5084658
466,4.261063
467,4.2263703
468,3.5017748
469,2.9060783
470,3.4142194
471,3.4038815
472,3.8472958
473,3.5407648
474,3.510377
475,3.7733912
476,3.5103889
477,3.9063644
478,3.90723
479,3.004642
480,3.5103889
481,4.2472997
482,2.2577949
483,2.3122463
484,3.1168652
485,2.6753082
486,3.272388
487,3.3063993
488,3.412034
489,3.6476002
490,3.647531
491,3.6475296
492,2.3018432
493,4.095757
494,3.3208294
495,4.6006246
496,4.1102285
497,3.3569584
498,3.493063
499,3.9049778
500,3.4616709
501,3.5990915
502,3.4826527
503,2.3719587
504,4.1932073
505,3.3434725
506,3.6475554
507,3.00315
508,3.4289427
509,3.9216986
510,3.031742
511,3.8662195
512,3.4616714
513,2.579723
514,3.24051
515,3.0868335
516,3.06114
517,3.7852826
518,3.7484655
519,3.5168195
520,3.5168195
521,2.525385
522,3.8152356
523,3.502006
524,3.5470276
525,3.0713105
526,3.5782237
527,3.5054426
528,4.350572
529,4.032558
530,3.8906217
531,4.1401024
532,3.6780171
533,2.9702854
534,3.6667514
535,3.4782481
536,3.7384315
537,3.8712597
538,2.4967003
539,3.8579578
540,3.179923
541,3.442771
542,4.0472426
543,3.8102999
544,4.4561553
545,3.7790518
546,3.8785129
547,4.51424
548,3.7790318
549,3.510295
550,3.7790504
551,4.486922
552,3.7647462
553,2.486205
554,3.7878652
555,4.2501664
556,3.8313622
557,4.011308
558,3.4835396
559,3.7650595
560,3.4835362
561,3.642044
562,3.642048
563,3.7698102
564,3.163096
565,4.2682023
566,3.5036387
567,4.8784127
568,3.6106133
569,3.6106339
570,3.8211942
571,3.7622294
572,3.7622294
573,3.7622342
574,3.5492287
575,3.4940057
576,3.737496
577,3.4940176
578,3.2701964
579,3.6549196
580,3.7429333
581,3.4621181
582,3.7429333
583,3.765952
584,4.419336
585,3.8496747
586,3.3744369
587,3.470273
588,3.3744216
589,3.393011
590,3.3930087
591,4.327743
592,3.2518773
593,3.6414719
594,3.477046
595,3.374423
596,3.3139048
597,3.470271
598,3.559668
599,3.330217
600,3.4824247
601,3.764142
602,3.8163042
603,3.7685232
604,3.8163052
605,3.6910295
606,4.0853114
607,3.4658456
608,3.4513974
609,3.403884
610,3.766324
611,3.5103936
612,3.8053112
613,3.6475325
614,3.4616828
615,3.5020041
616,3.5020108
617,3.51682
618,3.8554778
619,3.8572497
620,3.2327814
621,3.474894
622,3.6102996
623,3.286604
624,3.7389884
625,3.6469111
626,3.4782658
627,3.52697
628,3.336535
629,3.7627516
630,3.2275805
631,3.7108994
632,3.738433
633,3.902244
634,3.2868319
635,4.230136
636,3.8882685
637,3.4621181
638,3.6485748
639,3.6414828
640,3.114524
641,3.4617276
642,3.6469111
643,3.3308601
644,3.7230525
645,3.9432874
646,3.6100516
647,3.992209
648,4.1750093
649,3.866888
650,3.6520066
651,3.6596713
652,3.9100409
653,3.0668306
654,3.8285804
655,4.2488656
656,4.1499386
657,4.2725806
658,3.9571395
659,4.303729
660,3.7828817
661,4.382666
662,4.2036376
663,3.604701
664,4.2299027
665,4.0087724
666,3.7718878
667,4.093029
668,4.26812
669,4.1998715
670,3.8360486
671,3.8694787
672,3.5282354
673,4.019393
674,4.007453
675,4.557938
676,4.452588
677,3.8950348
678,4.669321
679,3.7486548
680,3.709815
681,4.0410056
682,3.1322646
683,3.810276
684,3.4984045
685,4.6512694
686,3.7875032
687,3.5311618
688,5.2962785
689,4.2554913
690,4.004491
691,3.8496156
692,3.8407784
693,4.1303883
694,4.3018336
695,3.857216
696,3.9025683
697,3.5477328
698,3.8535647
699,3.8320403
700,4.065205
701,4.4850836
702,4.058609
703,4.3926063
704,3.8054152
705,4.0539136
706,3.9722295
707,4.229668
708,4.0310307
709,3.6902199
710,3.9753804
711,3.9788265
712,4.0293174
713,4.0469756
714,4.0935926
715,4.019954
716,3.9987164
717,3.5595918
718,4.3985424
719,3.9097247
720,3.9969077
721,3.7402635
722,4.236111
723,3.972262
724,3.9392595
725,4.031031
726,3.7510667
727,4.0404115
728,3.6035142
729,3.6644225
730,4.0116343
731,3.930273
732,3.8443851
733,3.637854
734,3.7025118
735,3.9172587
736,3.8820186
737,3.9290266
738,3.8809938
739,4.146835
740,4.050808
741,3.08665
742,3.5910273
743,4.484141
744,4.484141
745,3.9214778
746,3.7571425
747,3.3035765
748,3.6947088
749,4.8187976
750,4.0071874
751,3.1328397
752,3.897933
753,4.0833077
754,3.109158
755,4.024998
756,3.821721
757,4.42736
758,4.457325
759,3.9771013
760,4.474359
761,2.8800454
762,3.9802537
763,3.964571
764,3.8748589
765,3.78657
766,3.9237247
767,4.0248294
768,3.814341
769,3.7865682
770,4.050321
771,4.627338
772,3.0365882
773,4.205335
774,3.5201855
775,3.130423
776,4.1034865
777,4.1096096
778,4.087932
779,3.6554084
780,4.460173
781,3.3487697
782,3.9979358
783,4.057558
784,3.9526534
785,4.360153
786,3.9772916
787,3.9773145
788,4.3521347
789,3.8212504
790,3.766409
791,3.8570185
792,3.00112
793,4.0710554
794,3.1153045
795,3.8317008
796,3.8317018
797,3.0023694
798,4.5999475
799,4.3491254
800,3.6959906
801,3.260921
802,3.4135747
803,3.401235
804,3.7007484
805,4.604728
806,4.359644
807,3.966888
808,4.2650213
809,4.223765
810,4.1016927
811,3.6189308
812,4.558924
813,3.5268517
814,3.5959558
815,3.891117
816,4.29129
817,3.6423316
818,3.2892523
819,3.7563677
820,3.470224
821,3.567069
822,2.5737429
